id_evento,nombre,fecha_inicio,horario_inicio,fecha_fin,horario_fin,dependencia,sede,domicilio,magnitud,dirigido,clasificacion,tipo,comite,responsables
xxiii_tris_1781540553,XXIII TRIS,02/04/2025,09:00,02/04/2025,18:00,UANL,Preparatoria UANL,Camino descrito,Local,Estudiantes,Académico,Torneo,CAD de TIC,Todos los maestros
